make,model,body_style,transmission_clean,drivetrain_clean,seller_type_clean,year,mileage_clean,bids_clean,is_manual,is_rwd,is_private_seller,is_high_mileage,sale_price,sold_status,title,auction_date,location,car_age
Ferrari,458,Coupe,Automatic,RWD,Private Party,2010.0,45800.0,57.0,0,1,1,0,136500.0,sold,2010 Ferrari 458 Italia,"Ended November 20th, 2025 at 2:38 AM","Las Vegas, NV 89146",16.0
BMW,3 Series,Wagon,Automatic,4WD/AWD,Dealer,2017.0,69700.0,43.0,0,0,0,0,15250.0,sold,2017 BMW 330i xDrive Sports Wagon,Ended February 21st at 4:30 AM,"Pompano Beach, FL 33060",9.0
Audi,RS3,Sedan,Automatic,4WD/AWD,Dealer,2018.0,33600.0,52.0,0,0,0,0,41750.0,sold,2018 Audi RS3,Ended February 6th at 3:34 AM,"New Hyde Park, NY 11040",8.0
Mitsubishi,RVR,Van/Minivan,Automatic,4WD/AWD,Dealer,1992.0,43800.0,29.0,0,0,0,0,5700.0,sold,1992 Mitsubishi RVR X,"Ended December 23rd, 2025 at 2:36 AM","Sacramento, CA 95811",34.0
Porsche,997 911,Coupe,Automatic,4WD/AWD,Dealer,2009.0,72500.0,48.0,0,0,0,0,71000.0,sold,2009 Porsche 911 Targa 4S,"Ended November 11th, 2025 at 2:41 AM","Seattle, WA 98199",17.0
Mazda,Mazdaspeed 3,Hatchback,Manual,FWD,Private Party,2010.0,86700.0,15.0,1,0,1,0,5700.0,sold,2010 Mazdaspeed3,"Ended October 22nd, 2025 at 2:46 AM","Erie, CO 80516",16.0
Ford,Mustang,Coupe,Manual,RWD,Private Party,2016.0,111300.0,40.0,1,1,1,1,20000.0,sold,2016 Ford Mustang GT Coupe Premium,Ended January 6th at 3:50 AM,"Port Saint Lucie, FL 34953",10.0
Porsche,718 Boxster,Convertible,Manual,RWD,Private Party,2022.0,5200.0,57.0,1,1,1,0,132000.0,sold,2022 Porsche 718 Boxster Spyder,Ended February 27th at 3:27 AM,"Sandy, UT 84093",4.0
BMW,3 Series,Convertible,Automatic,RWD,Private Party,2007.0,28000.0,17.0,0,1,1,0,16800.0,sold,2007 BMW 335i Convertible,"Ended October 23rd, 2025 at 3:42 AM","Wakefield, MA 01880",19.0
Chevrolet,C4 Corvette,Coupe,Automatic,RWD,Dealer,1984.0,5000.0,55.0,0,1,0,0,8000.0,sold,1984 Chevrolet Corvette Coupe,"Ended November 27th, 2025 at 3:03 AM","Littleton, CO 80120",42.0
Jaguar,XJS,Convertible,Automatic,RWD,Private Party,1989.0,59900.0,15.0,0,1,1,0,6300.0,sold,1989 Jaguar XJS V12 Convertible,Ended January 10th at 2:33 AM,"Sanford, NC 27330",37.0
Mazda,ND Miata,Convertible,Manual,RWD,Private Party,2016.0,44200.0,27.0,1,1,1,0,19000.0,sold,2016 Mazda MX-5 Miata Grand Touring,"Ended December 5th, 2025 at 2:49 AM","San Jose, CA 95132",10.0
BMW,5 Series,Sedan,Manual,RWD,Private Party,2011.0,106000.0,23.0,1,1,1,1,8500.0,sold,2011 BMW 535i,Ended January 22nd at 3:57 AM,"Toledo, OH 43606",15.0
Ford,Ranger,Truck,Automatic,RWD,Dealer,2009.0,12900.0,39.0,0,1,0,0,11000.0,sold,2009 Ford Ranger,Ended February 27th at 3:46 AM,"Bakersfield, CA 93313",17.0
Mercedes-Benz,R129 SL,Convertible,Automatic,RWD,Private Party,1997.0,79900.0,21.0,0,1,1,0,10300.0,sold,1997 Mercedes-Benz SL500,Ended January 7th at 3:44 AM,"Spring, TX 77382",29.0
MINI,Cooper,Hatchback,Manual,FWD,Private Party,2015.0,78600.0,15.0,1,0,1,0,8600.0,sold,2015 Mini Cooper S Hardtop,Ended January 27th at 2:58 AM,"Carlsbad, CA 92011",11.0
BMW,3 Series,Convertible,Manual,RWD,Private Party,2001.0,76300.0,25.0,1,1,1,0,6860.0,sold,2001 BMW 325Ci Convertible,"Ended October 28th, 2025 at 3:59 AM","Costa Mesa, CA 92627",25.0
Porsche,Panamera,Sedan,Automatic,4WD/AWD,Dealer,2010.0,95900.0,46.0,0,0,0,0,13450.0,sold,2010 Porsche Panamera 4S,"Ended December 12th, 2025 at 3:41 AM","Orlando, FL 32821",16.0
Honda,Acty,Truck,Manual,4WD/AWD,Private Party,1991.0,10200.0,34.0,1,0,1,0,6250.0,sold,1991 Honda Acty 4WD,Ended February 11th at 3:02 AM,"Miami, FL 33187",35.0
Toyota,FJ Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2014.0,169200.0,33.0,0,0,1,1,20250.0,sold,2014 Toyota FJ Cruiser Trail Teams Ultimate Edition,"Ended December 17th, 2025 at 5:02 AM","Budd Lake, NJ 07828",12.0
Porsche,G Series/930 911,Convertible,Manual,RWD,Private Party,1976.0,73200.0,9.0,1,1,1,0,45000.0,sold,1976 Porsche 911 Carrera Cabriolet Conversion,"Ended November 29th, 2025 at 2:38 AM","San Pedro, CA 90731",50.0
BMW,E9X M3,Convertible,Manual,RWD,Dealer,2011.0,77700.0,13.0,1,1,0,0,16500.0,sold,2011 BMW M3 Convertible,"Ended December 5th, 2025 at 4:20 AM","Billerica, MA 01821",15.0
Mazda,Mazdaspeed 3,Hatchback,Manual,FWD,Private Party,2009.0,117300.0,35.0,1,0,1,1,8100.0,sold,2009 Mazdaspeed3 Grand Touring,"Ended October 18th, 2025 at 2:31 AM","Charlottesville, VA 22911",17.0
Lamborghini,Murcielago,Convertible,Manual,4WD/AWD,Private Party,2006.0,19900.0,31.0,1,0,1,0,290000.0,sold,2006 Lamborghini Murciélago Roadster,"Ended October 24th, 2025 at 1:39 AM","San Diego, CA 92103",20.0
Mercedes-Benz,E-Class,Sedan,Automatic,RWD,Private Party,2007.0,129900.0,36.0,0,1,1,1,7995.0,sold,2007 Mercedes-Benz E550 Sedan,Ended February 14th at 2:50 AM,"Orlando, FL 32804",19.0
Toyota,FJ Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2007.0,212200.0,29.0,0,0,1,1,9550.0,sold,2007 Toyota FJ Cruiser,Ended January 28th at 3:59 AM,"Lexington, SC 29072",19.0
Chevrolet,C6 Corvette,Coupe,Manual,RWD,Private Party,2006.0,45300.0,47.0,1,1,1,0,25250.0,sold,2006 Chevrolet Corvette Coupe,"Ended October 17th, 2025 at 2:07 AM","Herndon, VA 20171",20.0
Chevrolet,SSR,Truck,Automatic,RWD,Private Party,2004.0,118600.0,56.0,0,1,1,1,13700.0,sold,2004 Chevrolet SSR,"Ended October 30th, 2025 at 4:16 AM","Santa Rosa, CA 95403",22.0
Ferrari,GTC4Lusso,Hatchback,Automatic,4WD/AWD,Private Party,2017.0,15800.0,68.0,0,0,1,0,246000.0,sold,2017 Ferrari GTC4Lusso,"Ended December 9th, 2025 at 2:43 AM","Redmond, WA 98052",9.0
Lexus,LS,Sedan,Automatic,RWD,Dealer,2001.0,143100.0,18.0,0,1,0,1,6600.0,sold,2001 Lexus LS 430,"Ended November 18th, 2025 at 4:18 AM","Fort Valley, GA 31030",25.0
Lexus,GX,SUV/Crossover,Automatic,4WD/AWD,Dealer,2003.0,233600.0,47.0,0,0,0,1,7200.0,sold,2003 Lexus GX 470,"Ended December 30th, 2025 at 3:42 AM","Pompano Beach, FL 33060",23.0
Porsche,Macan,SUV/Crossover,Automatic,4WD/AWD,Dealer,2015.0,105100.0,56.0,0,0,0,1,19000.0,sold,2015 Porsche Macan Turbo,Ended February 27th at 3:25 AM,"Dublin, OH 43016",11.0
BMW,7 Series,Sedan,Automatic,RWD,Dealer,1998.0,71100.0,15.0,0,1,0,0,7800.0,sold,1998 BMW 740iL,Ended January 27th at 3:39 AM,"Great Neck, NY 11023",28.0
BMW,3 Series,Sedan,Automatic,4WD/AWD,Dealer,2014.0,180700.0,12.0,0,0,0,1,5300.0,sold,2014 BMW 328d xDrive Sedan,"Ended December 30th, 2025 at 4:02 AM","Northbrook, IL 60062",12.0
Mazda,Mazdaspeed MX-5,Convertible,Manual,RWD,Private Party,2005.0,89200.0,36.0,1,1,1,0,9200.0,sold,2005 Mazda Mazdaspeed MX-5 Miata,Ended January 3rd at 4:35 AM,"Philadelphia, PA 19129",21.0
BMW,5 Series,Sedan,Manual,RWD,Private Party,2003.0,129200.0,16.0,1,1,1,1,14000.0,sold,2003 BMW 540i Sedan,"Ended November 19th, 2025 at 2:47 AM","Glendale, CA 91208",23.0
BMW,X5,SUV/Crossover,Automatic,4WD/AWD,Dealer,2016.0,115200.0,37.0,0,0,0,1,10402.0,sold,2016 BMW X5 xDrive35i,Ended January 29th at 3:35 AM,"Orlando, FL 32820",10.0
Aston Martin,DB9,Coupe,Automatic,RWD,Dealer,2005.0,28100.0,35.0,0,1,0,0,39000.0,sold,2005 Aston Martin DB9 Coupe,"Ended December 30th, 2025 at 3:16 AM","Auburn, CA 95602",21.0
Chevrolet,Vega,Coupe,Manual,RWD,Private Party,1975.0,73100.0,27.0,1,1,1,0,6800.0,sold,1975 Chevrolet Cosworth Vega,Ended February 26th at 3:54 AM,"Fort Collins, CO 80525",51.0
Ford,Focus RS,Hatchback,Manual,4WD/AWD,Private Party,2018.0,7000.0,33.0,1,0,1,0,43250.0,sold,2018 Ford Focus RS,Ended February 20th at 3:05 AM,"San Leandro, CA 94579",8.0
Subaru,WRX STI,Sedan,Manual,4WD/AWD,Private Party,2018.0,13300.0,46.0,1,0,1,0,40000.0,sold,2018 Subaru WRX STI Type RA,Ended January 14th at 3:57 AM,"Holly Springs, NC 27540",8.0
MINI,Cooper,Hatchback,Manual,FWD,Private Party,2012.0,141200.0,35.0,1,0,1,1,8333.0,sold,2012 Mini Cooper S Hardtop,"Ended November 29th, 2025 at 4:27 AM","Naples, FL 34120",14.0
Tesla,Model 3,Sedan,Automatic,4WD/AWD,Private Party,2021.0,32800.0,34.0,0,0,1,0,27250.0,sold,2021 Tesla Model 3 Performance,"Ended November 13th, 2025 at 3:56 AM","Tarrytown, NY 10591",5.0
Ford,Bronco,SUV/Crossover,Automatic,4WD/AWD,Dealer,1996.0,123100.0,49.0,0,0,0,1,28500.0,sold,1996 Ford Bronco Eddie Bauer 4x4,"Ended December 12th, 2025 at 4:39 AM","Wichita, KS 67206",30.0
Jaguar,F-Type,Coupe,Automatic,RWD,Private Party,2015.0,34900.0,24.0,0,1,1,0,25500.0,sold,2015 Jaguar F-Type S Coupe,"Ended October 25th, 2025 at 1:56 AM","Miami, FL 33129",11.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Private Party,2017.0,44600.0,44.0,0,0,1,0,30000.0,sold,2017 Porsche Cayenne S E-Hybrid,"Ended December 3rd, 2025 at 3:41 AM","Upland, CA 91786",9.0
Honda,Prelude,Coupe,Manual,FWD,Private Party,1996.0,55500.0,26.0,1,0,1,0,8200.0,sold,1996 Honda Prelude S,"Ended December 12th, 2025 at 2:44 AM","Bonita Springs, FL 34134",30.0
Ferrari,California,Convertible,Automatic,RWD,Dealer,2014.0,19900.0,36.0,0,1,0,0,89000.0,sold,2014 Ferrari California,"Ended October 18th, 2025 at 1:56 AM","Roswell, GA 30075",12.0
Mercedes-Benz,C-Class AMG,Sedan,Automatic,4WD/AWD,Private Party,2018.0,37300.0,51.0,0,0,1,0,30250.0,sold,2018 Mercedes-AMG C43 Sedan,"Ended October 17th, 2025 at 2:55 AM","Palm Coast, FL 32137",8.0
Alfa Romeo,Giulia,Sedan,Automatic,RWD,Private Party,2017.0,90600.0,46.0,0,1,1,0,15350.0,sold,2017 Alfa Romeo Giulia Ti,"Ended November 22nd, 2025 at 3:50 AM","Carlsbad, CA 92008",9.0
BMW,5 Series,Wagon,Automatic,4WD/AWD,Private Party,2010.0,148000.0,25.0,0,0,1,1,7900.0,sold,2010 BMW 535i xDrive Sports Wagon,Ended February 27th at 4:51 AM,"Nashville, TN 37205",16.0
Chevrolet,C4 Corvette,Coupe,Manual,RWD,Dealer,1990.0,67900.0,33.0,1,1,0,0,15250.0,sold,1990 Chevrolet Corvette ZR-1,Ended February 6th at 3:31 AM,"Junction City, KS 66441",36.0
Ford,Mustang,Coupe,Automatic,RWD,Dealer,2021.0,4000.0,54.0,0,1,0,0,54000.0,sold,2021 Ford Mustang Premium Coupe,"Ended October 22nd, 2025 at 1:49 AM","Kennett Square, PA 19348",5.0
Jeep,CJ-7,SUV/Crossover,Manual,4WD/AWD,Private Party,1985.0,110300.0,24.0,1,0,1,1,11000.0,sold,1985 Jeep CJ-7,"Ended October 31st, 2025 at 1:43 AM","Knoxville, TN 37922",41.0
Nissan,Cima,Sedan,Automatic,RWD,Private Party,1996.0,35600.0,18.0,0,1,1,0,10250.0,sold,1996 Nissan Cima Grand Touring,Ended January 22nd at 3:42 AM,"Naples, FL 34117",30.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,1990.0,110000.0,20.0,0,0,1,1,17250.0,sold,1990 Toyota Land Cruiser Prado,Ended January 27th at 3:30 AM,"Broomfield, CO 80020",36.0
BMW,X5,SUV/Crossover,Automatic,4WD/AWD,Dealer,2007.0,99000.0,8.0,0,0,0,0,6600.0,sold,2007 BMW X5 4.8i,"Ended December 10th, 2025 at 4:24 AM","Pompano Beach, FL 33060",19.0
Mazda,NA Miata,Convertible,Manual,RWD,Private Party,1990.0,39400.0,45.0,1,1,1,0,11000.0,sold,1990 Mazda MX-5 Miata,"Ended October 21st, 2025 at 4:10 AM","Newtown, PA 18940",36.0
Toyota,Hilux,SUV/Crossover,Automatic,4WD/AWD,Private Party,1995.0,126500.0,49.0,0,0,1,1,12905.0,sold,1995 Toyota Hilux Surf SSR-X Wide 4x4,Ended February 4th at 2:45 AM,"North Charleston, SC 29405",31.0
Ford,F-150 Raptor,Truck,Automatic,4WD/AWD,Private Party,2011.0,133400.0,42.0,0,0,1,1,21500.0,sold,2011 Ford F-150 SVT Raptor,"Ended December 4th, 2025 at 3:25 AM","Mira Loma, CA 91752",15.0
Mercedes-Benz,CLK-Class,Convertible,Automatic,RWD,Private Party,2001.0,83800.0,15.0,0,1,1,0,5200.0,sold,2001 Mercedes-Benz CLK430 Cabriolet,"Ended December 4th, 2025 at 3:08 AM","Del Mar, CA 92014",25.0
Chevrolet,C4 Corvette,Coupe,Automatic,RWD,Private Party,1984.0,62200.0,13.0,0,1,1,0,5500.0,sold,1984 Chevrolet Corvette Coupe,"Ended December 31st, 2025 at 4:14 AM","Whitehouse Station, NJ 08889",42.0
Toyota,4Runner,SUV/Crossover,Automatic,4WD/AWD,Private Party,2002.0,226100.0,28.0,0,0,1,1,7200.0,sold,2002 Toyota 4Runner Limited 4x4,"Ended October 25th, 2025 at 2:03 AM","Englewood, CO 80112",24.0
BMW,E46 M3,Convertible,Manual,RWD,Private Party,2003.0,92300.0,44.0,1,1,1,0,27250.0,sold,2003 BMW M3 Convertible Dinan S3R,"Ended October 24th, 2025 at 1:54 AM","Wayzata, MN 55391",23.0
Chevrolet,C4 Corvette,Coupe,Automatic,RWD,Private Party,1994.0,38200.0,48.0,0,1,1,0,13300.0,sold,1994 Chevrolet Corvette Coupe,"Ended November 15th, 2025 at 4:35 AM","Berthoud, CO 80513",32.0
Lexus,IS,Sedan,Automatic,RWD,Private Party,2024.0,3400.0,12.0,0,1,1,0,63400.0,sold,2024 Lexus IS 500 Sport Performance Premium,"Ended October 29th, 2025 at 3:17 AM","Scottsdale, AZ 85255",2.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Private Party,2006.0,100000.0,19.0,0,0,1,0,9200.0,sold,2006 Porsche Cayenne S,Ended February 12th at 2:35 AM,"Martinez, CA 94553",20.0
Mercedes-Benz,S-Class AMG,Sedan,Automatic,RWD,Private Party,2007.0,63200.0,14.0,0,1,1,0,19500.0,sold,2007 Mercedes-Benz S65 AMG,"Ended October 17th, 2025 at 1:58 AM","Scarsdale, NY 10583",19.0
Cadillac,CT5-V,Sedan,Manual,RWD,Private Party,2024.0,7000.0,36.0,1,1,1,0,110787.0,sold,2024 Cadillac CT5-V Blackwing,"Ended December 4th, 2025 at 2:36 AM","Huntington Station, NY 11746",2.0
Mazda,ND Miata,Convertible,Manual,RWD,Private Party,2022.0,8800.0,71.0,1,1,1,0,35373.0,sold,2022 Mazda MX-5 Miata RF Grand Touring,Ended January 13th at 3:13 AM,"Star, ID 83669",4.0
Rivian,R1S,SUV/Crossover,Automatic,4WD/AWD,Private Party,2022.0,25000.0,17.0,0,0,1,0,53700.0,sold,2022 Rivian R1S Launch Edition,Ended February 4th at 4:11 AM,"Golden, CO 80403",4.0
Chevrolet,C7 Corvette,Coupe,Automatic,RWD,Private Party,2014.0,19800.0,41.0,0,1,1,0,34000.0,sold,2014 Chevrolet Corvette Stingray Coupe,Ended January 7th at 2:37 AM,"West Babylon, NY 11704",12.0
BMW,E39 M5,Sedan,Manual,RWD,Private Party,2002.0,104900.0,16.0,1,1,1,1,25500.0,sold,2002 BMW M5,"Ended October 18th, 2025 at 3:54 AM","Louisville, CO 80027",24.0
BMW,E9X M3,Coupe,Manual,RWD,Private Party,2008.0,101600.0,17.0,1,1,1,1,21750.0,sold,2008 BMW M3 Coupe,"Ended November 21st, 2025 at 4:16 AM","Farmingdale, NY 11735",18.0
BMW,3 Series,Sedan,Automatic,RWD,Private Party,2020.0,108000.0,37.0,0,1,1,1,25500.0,sold,2020 BMW M340i,"Ended October 31st, 2025 at 3:59 AM","Riverside, CA 92509",6.0
Cadillac,CTS,Wagon,Automatic,4WD/AWD,Private Party,2010.0,121500.0,29.0,0,0,1,1,11100.0,sold,2010 Cadillac CTS Premium Sport Wagon,"Ended November 19th, 2025 at 3:49 AM","Macon, GA 31204",16.0
BMW,X5,SUV/Crossover,Automatic,4WD/AWD,Private Party,2006.0,126300.0,27.0,0,0,1,1,12000.0,sold,2006 BMW X5 4.4i,Ended February 17th at 4:01 AM,"La Jolla, CA 92037",20.0
Toyota,Liteace,Truck,Manual,RWD,Private Party,1996.0,5900.0,24.0,1,1,1,0,5200.0,sold,1996 Toyota LiteAce Fire Truck,"Ended October 23rd, 2025 at 2:10 AM","Highlands, NJ 07732",30.0
Toyota,FJ Cruiser,SUV/Crossover,Automatic,4WD/AWD,Dealer,2008.0,240500.0,10.0,0,0,0,1,7800.0,sold,2008 Toyota FJ Cruiser,Ended January 6th at 3:14 AM,"Pompano Beach, FL 33060",18.0
BMW,3 Series,Coupe,Automatic,4WD/AWD,Private Party,2011.0,85000.0,18.0,0,0,1,0,6900.0,sold,2011 BMW 335i xDrive Coupe,"Ended November 27th, 2025 at 3:39 AM","Monroeville, PA 15146",15.0
Mercedes-Benz,Unimog,Truck,Manual,4WD/AWD,Dealer,1978.0,23200.0,40.0,1,0,0,0,33333.0,sold,1978 Mercedes-Benz Unimog 416,Ended February 20th at 2:53 AM,"Seattle, WA 98134",48.0
BMW,3 Series,Sedan,Manual,RWD,Private Party,2004.0,129100.0,15.0,1,1,1,1,7800.0,sold,2004 BMW 330i ZHP Sedan,Ended January 13th at 3:48 AM,"Cincinnati, OH 45208",22.0
Toyota,Supra,Coupe,Manual,RWD,Private Party,1993.0,60700.0,31.0,1,1,1,0,89501.0,sold,1993 Toyota Supra Turbo,"Ended December 18th, 2025 at 2:33 AM","Midland, TX 79707",33.0
Chevrolet,C5 Corvette,Convertible,Manual,RWD,Dealer,2002.0,23900.0,28.0,1,1,0,0,20000.0,sold,2002 Chevrolet Corvette Convertible,Ended January 6th at 4:29 AM,"Sonoma, CA 95476",24.0
Mercedes-Benz,E-Class,Sedan,Automatic,RWD,Private Party,1991.0,142300.0,5.0,0,1,1,1,3300.0,sold,1991 Mercedes-Benz 300E Sedan,"Ended December 2nd, 2025 at 3:35 AM","San Ramon, CA 94583",35.0
Nissan,Atlas,Truck,Manual,RWD,Private Party,1998.0,7500.0,20.0,1,1,1,0,8000.0,sold,1998 Nissan Atlas 100 Fire Truck,"Ended October 30th, 2025 at 2:22 AM","Bell, CA 90201",28.0
MINI,Cooper Clubman,Wagon,Automatic,4WD/AWD,Private Party,2022.0,36500.0,63.0,0,0,1,0,36750.0,sold,2022 Mini Cooper Clubman John Cooper Works ALL4,"Ended December 2nd, 2025 at 4:38 AM","Hilliard, OH 43026",4.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Dealer,2017.0,131800.0,45.0,0,0,0,1,15750.0,sold,2017 Porsche Cayenne Platinum Edition,Ended January 17th at 3:07 AM,"Orlando, FL 32820",9.0
Toyota,Tacoma,Truck,Automatic,4WD/AWD,Private Party,2025.0,12000.0,22.0,0,0,1,0,67000.0,sold,2025 Toyota Tacoma Trailhunter Double Cab 4×4,"Ended October 21st, 2025 at 2:14 AM","Effort, PA 18330",1.0
Porsche,968,Coupe,Manual,RWD,Private Party,1992.0,105600.0,31.0,1,1,1,1,14000.0,sold,1992 Porsche 968 Coupe,"Ended November 27th, 2025 at 3:35 AM","Dawson Springs, KY 42408",34.0
Porsche,996 911,Coupe,Manual,4WD/AWD,Private Party,2003.0,127000.0,32.0,1,0,1,1,32250.0,sold,2003 Porsche 911 Carrera 4S Coupe,"Ended December 11th, 2025 at 3:45 AM","Arlington, TX 76012",23.0
Jeep,Wrangler,SUV/Crossover,Manual,4WD/AWD,Private Party,1989.0,152000.0,15.0,1,0,1,1,4600.0,sold,1989 Jeep Wrangler 4x4,"Ended October 18th, 2025 at 3:17 AM","Arlington, VA 22205",37.0
Tesla,Model S,Sedan,Automatic,4WD/AWD,Private Party,2017.0,73300.0,38.0,0,0,1,0,27000.0,sold,2017 Tesla Model S 100D,"Ended November 13th, 2025 at 3:08 AM","Sacramento, CA 95815",9.0
Porsche,986 Boxster,Convertible,Manual,RWD,Dealer,2002.0,70400.0,72.0,1,1,0,0,14200.0,sold,2002 Porsche Boxster S,Ended January 22nd at 2:59 AM,"Miami, FL 33137",24.0
Toyota,GR Corolla,Hatchback,Manual,4WD/AWD,Private Party,2023.0,21600.0,14.0,1,0,1,0,34750.0,sold,2023 Toyota GR Corolla Circuit Edition,"Ended November 7th, 2025 at 4:20 AM","Brea, CA 92823",3.0
Smart,Fortwo,Hatchback,Manual,RWD,Dealer,2016.0,46200.0,42.0,1,1,0,0,13500.0,sold,2016 Smart Fortwo Passion,Ended February 20th at 2:53 AM,"Orlando, FL 32820",10.0
Fiat,500 Abarth,Coupe,Manual,FWD,Private Party,2015.0,49800.0,27.0,1,0,1,0,11000.0,sold,2015 Fiat 500 Abarth,"Ended November 8th, 2025 at 2:59 AM","East Peoria, IL 61611",11.0
Cadillac,Escalade,SUV/Crossover,Automatic,4WD/AWD,Private Party,2023.0,12000.0,31.0,0,0,1,0,74000.0,sold,2023 Cadillac Escalade 4WD Sport Platinum,"Ended November 14th, 2025 at 3:34 AM","Ho-Ho-Kus, NJ 07676",3.0
Nissan,Titan,Truck,Automatic,4WD/AWD,Private Party,2012.0,201800.0,32.0,0,0,1,1,10000.0,sold,2012 Nissan Titan PRO-4X 4x4,Ended January 3rd at 3:38 AM,"Las Vegas, NV 89178",14.0
Mercedes-Benz,S-Class AMG,Coupe,Automatic,4WD/AWD,Private Party,2016.0,43700.0,37.0,0,0,1,0,52000.0,sold,2016 Mercedes-AMG S63 Coupe,Ended February 14th at 3:28 AM,"Douglasville, GA 30135",10.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Dealer,2013.0,89500.0,44.0,0,0,0,0,9500.0,sold,2013 Range Rover Sport HSE LUX,"Ended December 12th, 2025 at 3:01 AM","Lathrop, CA 95330",13.0
Land Rover,Defender,SUV/Crossover,Manual,4WD/AWD,Private Party,1985.0,121.0,55.0,1,0,1,0,64500.0,sold,1985 Land Rover 90,Ended February 11th at 2:57 AM,"Fort Lauderdale, FL 33301",41.0
Volvo,XC70,Wagon,Automatic,4WD/AWD,Private Party,2004.0,135000.0,23.0,0,0,1,1,7100.0,sold,2004 Volvo XC70 AWD,Ended February 3rd at 3:46 AM,"Henderson, NV 89052",22.0
Chevrolet,Suburban,SUV/Crossover,Automatic,4WD/AWD,Dealer,2003.0,93500.0,39.0,0,0,0,0,10244.0,sold,2003 Chevrolet Suburban 1500 4x4,Ended February 27th at 3:13 AM,"Buford, GA 30518",23.0
Daihatsu,Mira,Hatchback,Manual,4WD/AWD,Dealer,1995.0,62600.0,44.0,1,0,0,0,9700.0,sold,1995 Daihatsu Mira TR-XX Avanzato R4,Ended January 7th at 2:25 AM,"San Diego, CA 92103",31.0
Toyota,FJ Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2007.0,173300.0,24.0,0,0,1,1,10700.0,sold,2007 Toyota FJ Cruiser,"Ended December 6th, 2025 at 4:13 AM","Austin, TX 78746",19.0
Porsche,991 911,Coupe,Automatic,RWD,Dealer,2012.0,51000.0,49.0,0,1,0,0,59000.0,sold,2012 Porsche 911 Carrera Coupe,Ended February 5th at 3:21 AM,"Encinitas, CA 92024",14.0
Jaguar,XKR,Coupe,Automatic,RWD,Private Party,2012.0,102600.0,6.0,0,1,1,1,23250.0,sold,2012 Jaguar XKR-S Coupe,Ended February 25th at 3:06 AM,"Ypsilanti, MI 48198",14.0
Mercedes-Benz,W213 E63 AMG,Sedan,Automatic,4WD/AWD,Private Party,2019.0,62000.0,38.0,0,0,1,0,51500.0,sold,2019 Mercedes-AMG E63 S Sedan,Ended February 6th at 4:20 AM,"Oviedo, FL 32765",7.0
BMW,3 Series,Sedan,Automatic,4WD/AWD,Dealer,2011.0,66200.0,21.0,0,0,0,0,7750.0,sold,2011 BMW 328i xDrive Sedan,"Ended December 17th, 2025 at 4:55 AM","Marietta, GA 30062",15.0
Ford,Mustang,Coupe,Manual,RWD,Private Party,2017.0,20500.0,46.0,1,1,1,0,59700.0,sold,2017 Ford Mustang Shelby GT350R,Ended February 3rd at 2:47 AM,"Port Orange, FL 32129",9.0
Porsche,996 911,Convertible,Manual,RWD,Private Party,1999.0,133600.0,24.0,1,1,1,1,21500.0,sold,1999 Porsche 911 Carrera Cabriolet,Ended February 25th at 4:35 AM,"Portland, OR 97219",27.0
Subaru,Forester,Wagon,Manual,4WD/AWD,Private Party,2008.0,175400.0,40.0,1,0,1,1,9200.0,sold,2008 Subaru Forester 2.5XT Limited,"Ended December 30th, 2025 at 5:21 AM","Phoenix, AZ 85050",18.0
Mercedes-Benz,R107 SL,Convertible,Automatic,RWD,Private Party,1982.0,239100.0,26.0,0,1,1,1,5575.0,sold,1982 Mercedes-Benz 380SL,"Ended November 12th, 2025 at 4:40 AM","Palm Desert, CA 92211",44.0
McLaren,720S,Convertible,Automatic,RWD,Private Party,2020.0,3900.0,66.0,0,1,1,0,254007.0,sold,2020 McLaren 720S Spider Performance,Ended February 28th at 2:34 AM,"San Diego, CA 92127",6.0
Porsche,986 Boxster,Convertible,Manual,RWD,Private Party,2000.0,90000.0,43.0,1,1,1,0,13600.0,sold,2000 Porsche Boxster S,Ended January 29th at 4:19 AM,"Santa Clarita, CA 91350",26.0
Mercedes-Benz,S-Class,Coupe,Automatic,4WD/AWD,Private Party,2017.0,48600.0,32.0,0,0,1,0,37750.0,sold,2017 Mercedes-Benz S550 4Matic Coupe Night Edition,Ended January 16th at 3:47 AM,"Katy, TX 77494",9.0
Porsche,718 Boxster,Convertible,Manual,RWD,Private Party,2023.0,6200.0,43.0,1,1,1,0,83333.0,sold,2023 Porsche 718 Boxster T,Ended February 21st at 2:33 AM,"Irvine, CA 92618",3.0
BMW,X6,SUV/Crossover,Automatic,4WD/AWD,Dealer,2009.0,51000.0,10.0,0,0,0,0,8250.0,sold,2009 BMW X6 xDrive50i,Ended February 10th at 4:26 AM,"Great Neck, NY 11021",17.0
