make,model,body_style,transmission_clean,drivetrain_clean,seller_type_clean,year,mileage_clean,bids_clean,is_manual,is_rwd,is_private_seller,is_high_mileage,sale_price,sold_status,title,auction_date,location,car_age
Mazda,NC Miata,Convertible,Manual,RWD,Dealer,2014.0,73200.0,37.0,1,1,0,0,13050.0,sold,2014 Mazda MX-5 Miata Club,Ended February 5th at 2:42 AM,"Pompano Beach, FL 33060",12.0
Alfa Romeo,Giulia,Sedan,Automatic,4WD/AWD,Private Party,2022.0,51000.0,40.0,0,0,1,0,19000.0,sold,2022 Alfa Romeo Giulia Veloce,Ended February 5th at 4:41 AM,"Morristown, NJ 07960",4.0
Porsche,987 Boxster,Convertible,Manual,RWD,Private Party,2007.0,100200.0,47.0,1,1,1,1,17000.0,sold,2007 Porsche Boxster,"Ended October 17th, 2025 at 2:38 AM","Kalispell, MT 59901",19.0
Toyota,Solara,Convertible,Automatic,FWD,Private Party,2008.0,10400.0,43.0,0,0,1,0,16100.0,sold,2008 Toyota Camry Solara SLE V6 Convertible,"Ended December 6th, 2025 at 3:30 AM","Las Cruces, NM 88011",18.0
Acura,NSX,Coupe,Manual,RWD,Private Party,1991.0,59600.0,17.0,1,1,1,0,61000.0,sold,1991 Acura NSX,"Ended December 6th, 2025 at 2:30 AM","Chatsworth, CA 91311",35.0
BMW,X5,SUV/Crossover,Automatic,4WD/AWD,Private Party,2017.0,116100.0,46.0,0,0,1,1,14500.0,sold,2017 BMW X5 xDrive35i,"Ended October 17th, 2025 at 3:07 AM","Houston, TX 77084",9.0
Jeep,Grand Cherokee,SUV/Crossover,Automatic,4WD/AWD,Private Party,2016.0,106100.0,56.0,0,0,1,1,11200.0,sold,2016 Jeep Grand Cherokee Summit 4x4,Ended January 6th at 4:19 AM,"Fairfax, VA 22032",10.0
Ford,Mustang,Convertible,Manual,RWD,Dealer,2003.0,86200.0,49.0,1,1,0,0,7250.0,sold,2003 Ford Mustang GT Convertible Centennial Edition,"Ended November 8th, 2025 at 4:16 AM","Eugene, OR 97404",23.0
Lexus,GX,SUV/Crossover,Automatic,4WD/AWD,Private Party,2025.0,2200.0,28.0,0,0,1,0,86500.0,sold,2025 Lexus GX 550 Overtrail+,"Ended October 29th, 2025 at 3:40 AM","Salt Lake City, UT 84117",1.0
Lucid,Air,Sedan,Automatic,4WD/AWD,Private Party,2022.0,10800.0,25.0,0,0,1,0,52500.0,sold,2022 Lucid Air Grand Touring,Ended February 17th at 3:41 AM,"South Pasadena, CA 91030",4.0
BMW,Z3,Convertible,Manual,RWD,Private Party,2001.0,91400.0,42.0,1,1,1,0,9000.0,sold,2001 BMW Z3 2.5i Roadster,"Ended October 30th, 2025 at 2:41 AM","Eugene, OR 97404",25.0
Audi,S5,Coupe,Automatic,4WD/AWD,Private Party,2009.0,85000.0,30.0,0,0,1,0,9800.0,sold,2009 Audi S5 Coupe,Ended January 3rd at 4:48 AM,"Dora, AL 35062",17.0
Mercedes-Benz,SLK-Class,Convertible,Automatic,RWD,Dealer,2005.0,87400.0,30.0,0,1,0,0,9200.0,sold,2005 Mercedes-Benz SLK350,Ended February 10th at 5:01 AM,"Marietta, GA 30062",21.0
BMW,1 Series,Coupe,Automatic,RWD,Private Party,2013.0,22800.0,53.0,0,1,1,0,28750.0,sold,2013 BMW 135is Coupe,Ended February 14th at 4:00 AM,"South Jordan, UT 84095",13.0
Land Rover,Range Rover,SUV/Crossover,Automatic,4WD/AWD,Dealer,2015.0,114100.0,42.0,0,0,0,1,11700.0,sold,2015 Range Rover HSE,"Ended October 25th, 2025 at 3:42 AM","Roswell, GA 30075",11.0
Jeep,Wrangler,SUV/Crossover,Manual,4WD/AWD,Private Party,2015.0,63400.0,50.0,1,0,1,0,11555.0,sold,2015 Jeep Wrangler Sport 4x4,Ended January 3rd at 3:49 AM,"Alexandria, VA 22305",11.0
Acura,RSX,Coupe,Manual,FWD,Dealer,2005.0,125700.0,43.0,1,0,0,1,10405.0,sold,2005 Acura RSX Type-S,"Ended November 25th, 2025 at 3:43 AM","Brisbane, CA 94005",21.0
BMW,3 Series,Sedan,Manual,RWD,Private Party,2004.0,152800.0,57.0,1,1,1,1,12200.0,sold,2004 BMW 330i ZHP Sedan,Ended January 6th at 2:47 AM,"Savannah, GA 31405",22.0
Ferrari,360,Convertible,Automatic,RWD,Dealer,2003.0,33100.0,26.0,0,1,0,0,67500.0,sold,2003 Ferrari 360 Spider,"Ended October 24th, 2025 at 3:58 AM","King Of Prussia, PA 19406",23.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Private Party,2006.0,153900.0,25.0,0,0,1,1,14600.0,sold,2006 Porsche Cayenne Turbo S,Ended February 20th at 2:38 AM,"Irvine, CA 92618",20.0
Mercedes-Benz,S-Class,Sedan,Automatic,4WD/AWD,Private Party,2009.0,165500.0,45.0,0,0,1,1,7000.0,sold,2009 Mercedes-Benz S550 4Matic,"Ended November 21st, 2025 at 4:04 AM","East Lansing, MI 48823",17.0
Porsche,987 Cayman,Coupe,Manual,RWD,Private Party,2011.0,85100.0,19.0,1,1,1,0,27000.0,sold,2011 Porsche Cayman,"Ended November 22nd, 2025 at 3:23 AM","Ashburn, VA 20147",15.0
Volkswagen,Passat,Sedan,Automatic,FWD,Private Party,2003.0,80800.0,20.0,0,0,1,0,5350.0,sold,2003 Volkswagen Passat GLX Sedan,Ended January 28th at 3:36 AM,"Martinez, CA 94553",23.0
BMW,3 Series,Sedan,Manual,4WD/AWD,Private Party,2017.0,86100.0,56.0,1,0,1,0,27000.0,sold,2017 BMW 340i xDrive Sedan,"Ended December 17th, 2025 at 3:43 AM","Peachtree City, GA 30269",9.0
Audi,TT,Convertible,Automatic,4WD/AWD,Private Party,2020.0,54400.0,41.0,0,0,1,0,25300.0,sold,2020 Audi TT Roadster,Ended February 27th at 2:53 AM,"Bradenton, FL 34212",6.0
Honda,Civic Type R,Hatchback,Manual,FWD,Private Party,2023.0,57800.0,17.0,1,0,1,0,34400.0,sold,2023 Honda Civic Type R,Ended February 3rd at 3:26 AM,"Clarksville, TN 37043",3.0
Audi,e-Tron,SUV/Crossover,Automatic,4WD/AWD,Private Party,2021.0,50900.0,54.0,0,0,1,0,19750.0,sold,2021 Audi e-tron Premium Plus,Ended January 6th at 3:37 AM,"W Hartford, CT 06117",5.0
Alfa Romeo,Giulia,Sedan,Automatic,4WD/AWD,Private Party,2017.0,68000.0,3.0,0,0,1,0,11600.0,sold,2017 Alfa Romeo Giulia Ti AWD,Ended February 24th at 4:30 AM,"Tacoma, WA 98402",9.0
BMW,E39 M5,Sedan,Manual,RWD,Dealer,2000.0,63900.0,36.0,1,1,0,0,37000.0,sold,2000 BMW M5,Ended January 9th at 3:14 AM,"Stratham, NH 03885",26.0
Ford,Bronco,SUV/Crossover,Automatic,4WD/AWD,Private Party,1995.0,129300.0,66.0,0,0,1,1,23000.0,sold,1995 Ford Bronco XLT 4x4,"Ended October 18th, 2025 at 1:53 AM","Desert Hot Springs, CA 92240",31.0
Porsche,718 Boxster,Convertible,Manual,RWD,Private Party,2020.0,7000.0,38.0,1,1,1,0,112718.0,sold,2020 Porsche 718 Boxster Spyder,"Ended December 23rd, 2025 at 2:34 AM","Irving, TX 75063",6.0
Audi,Q5,SUV/Crossover,Automatic,4WD/AWD,Private Party,2014.0,116500.0,44.0,0,0,1,1,11000.0,sold,2014 Audi Q5 TDI Premium Plus,"Ended November 25th, 2025 at 3:01 AM","Martinez, CA 94553",12.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Dealer,2011.0,99300.0,48.0,0,0,0,0,9500.0,sold,2011 Range Rover Sport HSE Luxury,Ended January 13th at 4:29 AM,"Lathrop, CA 95330",15.0
Pontiac,Solstice,Convertible,Manual,RWD,Private Party,2008.0,132800.0,17.0,1,1,1,1,6777.0,sold,2008 Pontiac Solstice GXP,Ended February 5th at 3:10 AM,"Decatur, GA 30033",18.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Dealer,2000.0,217400.0,32.0,0,0,0,1,11300.0,sold,2000 Toyota Land Cruiser,"Ended October 28th, 2025 at 3:27 AM","Hagerstown, MD 21740",26.0
Land Rover,Defender,SUV/Crossover,Manual,4WD/AWD,Private Party,1994.0,26300.0,17.0,1,0,1,0,74500.0,sold,1994 Land Rover Defender 90 NAS,"Ended November 22nd, 2025 at 2:35 AM","Denver, NC 28037",32.0
Ford,Mustang,Convertible,Manual,RWD,Dealer,2006.0,26900.0,49.0,1,1,0,0,15001.0,sold,2006 Ford Mustang GT Convertible,"Ended November 27th, 2025 at 3:52 AM","Venus, TX 76084",20.0
Subaru,WRX STI,Sedan,Manual,4WD/AWD,Private Party,2018.0,50600.0,13.0,1,0,1,0,26200.0,sold,2018 Subaru WRX STI Type RA,Ended February 4th at 3:11 AM,"Canton, GA 30115",8.0
Cadillac,CTS-V,Wagon,Automatic,RWD,Private Party,2012.0,104500.0,49.0,0,1,1,1,35500.0,sold,2012 Cadillac CTS-V Wagon,"Ended November 27th, 2025 at 3:44 AM","Placerville, CA 95667",14.0
Porsche,997 911,Coupe,Manual,RWD,Private Party,2005.0,130100.0,46.0,1,1,1,1,27250.0,sold,2005 Porsche 911 Carrera Coupe,"Ended November 7th, 2025 at 4:02 AM","Henderson, NV 89014",21.0
Mercedes-Benz,S-Class,Sedan,Automatic,4WD/AWD,Dealer,2005.0,103200.0,18.0,0,0,0,1,5900.0,sold,2005 Mercedes-Benz S500 4Matic,"Ended November 20th, 2025 at 4:50 AM","Hollywood, FL 33023",21.0
Lexus,LS,Sedan,Automatic,RWD,Private Party,2003.0,98100.0,26.0,0,1,1,0,8800.0,sold,2003 Lexus LS 430,"Ended December 23rd, 2025 at 3:10 AM","Shalimar, FL 32579",23.0
Jaguar,XFR,Sedan,Automatic,RWD,Private Party,2015.0,60000.0,57.0,0,1,1,0,34500.0,sold,2015 Jaguar XFR-S,Ended January 13th at 4:41 AM,"Naperville, IL 60563",11.0
Polaris,Slingshot,Convertible,Automatic,RWD,Dealer,2020.0,30200.0,59.0,0,1,0,0,12000.0,sold,2020 Polaris Slingshot SL,Ended February 27th at 3:39 AM,"Houston, TX 77042",6.0
BMW,Z4,Convertible,Manual,RWD,Dealer,2004.0,85400.0,14.0,1,1,0,0,7600.0,sold,2004 BMW Z4 3.0i Roadster,"Ended December 30th, 2025 at 5:00 AM","Marietta, GA 30062",22.0
Land Rover,Discovery,SUV/Crossover,Automatic,4WD/AWD,Private Party,2000.0,158900.0,51.0,0,0,1,1,12150.0,sold,2000 Land Rover Discovery II,"Ended November 20th, 2025 at 2:38 AM","McLean, VA 22101",26.0
Rivian,R1S,SUV/Crossover,Automatic,4WD/AWD,Private Party,2023.0,58500.0,37.0,0,0,1,0,52600.0,sold,2023 Rivian R1S All-Terrain,"Ended December 4th, 2025 at 4:47 AM","Turner, OR 97392",3.0
Toyota,4Runner,SUV/Crossover,Automatic,4WD/AWD,Private Party,2018.0,56300.0,41.0,0,0,1,0,30000.0,sold,2018 Toyota 4Runner TRD Off-Road 4x4,Ended January 6th at 3:31 AM,"Lawton, OK 73507",8.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Private Party,2015.0,111000.0,22.0,0,0,1,1,18750.0,sold,2015 Porsche Cayenne Diesel,"Ended October 31st, 2025 at 2:08 AM","Greensboro, NC 27410",11.0
Ford,Mustang,Coupe,Manual,RWD,Private Party,2019.0,3800.0,23.0,1,1,1,0,63500.0,sold,2019 Ford Mustang Shelby GT350,Ended February 10th at 4:58 AM,"Sunderland, MD 20689",7.0
MINI,Cooper,Convertible,Manual,FWD,Dealer,2009.0,63900.0,47.0,1,0,0,0,9500.0,sold,2009 Mini Cooper John Cooper Works Convertible,"Ended December 30th, 2025 at 3:26 AM","Orlando, FL 32820",17.0
Honda,Acty,Truck,Manual,4WD/AWD,Dealer,1993.0,55100.0,22.0,1,0,0,0,4600.0,sold,1993 Honda Acty SDX 4WD,"Ended October 17th, 2025 at 3:58 AM","Tacoma, WA 98409",33.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Private Party,2016.0,54800.0,43.0,0,0,1,0,14500.0,sold,2016 Range Rover Sport HSE,Ended January 15th at 4:02 AM,"Vancouver, WA 98685",10.0
Tesla,Model S,Sedan,Automatic,4WD/AWD,Dealer,2014.0,47100.0,64.0,0,0,0,0,25000.0,sold,2014 Tesla Model S P85D,"Ended October 25th, 2025 at 3:17 AM","Cordova, TN 38018",12.0
Ford,Explorer,SUV/Crossover,Automatic,4WD/AWD,Private Party,1994.0,130200.0,15.0,0,0,1,1,7500.0,sold,1994 Ford Explorer Limited 4x4,"Ended December 20th, 2025 at 3:42 AM","Los Angeles, CA 90025",32.0
Nissan,Stagea,Wagon,Automatic,4WD/AWD,Dealer,2000.0,66900.0,29.0,0,0,0,0,23000.0,sold,2000 Nissan Stagea RS Four,"Ended December 20th, 2025 at 2:48 AM","Winter Garden, FL 34787",26.0
Chevrolet,Camaro,Coupe,Automatic,RWD,Dealer,1994.0,82200.0,36.0,0,1,0,0,6900.0,sold,1994 Chevrolet Camaro Z28 Coupe,Ended February 6th at 2:41 AM,"Windsor, CO 80550",32.0
Audi,A4,Sedan,Manual,4WD/AWD,Private Party,1997.0,69700.0,18.0,1,0,1,0,3944.0,sold,1997 Audi A4 1.8T Quattro Sedan,"Ended October 31st, 2025 at 3:26 AM","Maynard, MA 01754",29.0
Chevrolet,Camaro,Coupe,Manual,RWD,Private Party,2013.0,39700.0,20.0,1,1,1,0,37500.0,sold,2013 Chevrolet Camaro ZL1 Coupe,"Ended November 8th, 2025 at 2:56 AM","Barto, PA 19504",13.0
Toyota,MR2 Spyder,Convertible,Automatic,RWD,Dealer,2003.0,72900.0,18.0,0,1,0,0,5500.0,sold,2003 Toyota MR2 Spyder,"Ended December 5th, 2025 at 3:48 AM","Lees Summit, MO 64086",23.0
Ford,F-150,Truck,Automatic,4WD/AWD,Private Party,2024.0,14900.0,18.0,0,0,1,0,47500.0,sold,2024 Ford F-150 XL 4x4,"Ended December 17th, 2025 at 3:09 AM","Belleville, IL 62223",2.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2008.0,277900.0,25.0,0,0,1,1,15000.0,sold,2008 Toyota Land Cruiser,"Ended October 23rd, 2025 at 2:06 AM","Miami, FL 33142",18.0
Chevrolet,C8 Corvette,Convertible,Automatic,RWD,Private Party,2022.0,13500.0,31.0,0,1,1,0,67000.0,sold,2022 Chevrolet Corvette Stingray Convertible,"Ended December 2nd, 2025 at 5:04 AM","La Jolla, CA 92037",4.0
Mazda,NB Miata,Convertible,Manual,RWD,Private Party,2000.0,64800.0,11.0,1,1,1,0,7900.0,sold,2000 Mazda MX-5 Miata,Ended January 1st at 3:50 AM,"Danville, CA 94506",26.0
Jeep,Cherokee,SUV/Crossover,Automatic,RWD,Private Party,2000.0,185800.0,11.0,0,1,1,1,4500.0,sold,2000 Jeep Cherokee Sport,"Ended October 18th, 2025 at 2:50 AM","Charlotte, NC 28210",26.0
BMW,3 Series,Sedan,Manual,4WD/AWD,Private Party,2004.0,136500.0,22.0,1,0,1,1,5400.0,sold,2004 BMW 325xi Sedan,Ended January 14th at 3:52 AM,"Woodland Hills, CA 91367",22.0
Land Rover,Discovery,SUV/Crossover,Automatic,4WD/AWD,Private Party,2004.0,131800.0,77.0,0,0,1,1,20000.0,sold,2004 Land Rover Discovery II HSE7,"Ended December 16th, 2025 at 4:01 AM","Queensbury, NY 12804",22.0
Mitsubishi,Eclipse,Convertible,Automatic,FWD,Dealer,2009.0,51800.0,20.0,0,0,0,0,5700.0,sold,2009 Mitsubishi Eclipse Spyder GT,"Ended December 18th, 2025 at 3:14 AM","Pompano Beach, FL 33062",17.0
Volkswagen,Eurovan,Van/Minivan,Automatic,FWD,Private Party,1997.0,105500.0,51.0,0,0,1,1,14000.0,sold,1997 Volkswagen EuroVan Winnebago Rialta,"Ended November 11th, 2025 at 2:45 AM","Sunnyvale, CA 94086",29.0
Tesla,Model S,Sedan,Automatic,4WD/AWD,Private Party,2015.0,72000.0,29.0,0,0,1,0,21250.0,sold,2015 Tesla Model S P90D,"Ended December 31st, 2025 at 3:35 AM","Goleta, CA 93117",11.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Private Party,2011.0,68900.0,53.0,0,0,1,0,12250.0,sold,2011 Range Rover Sport HSE,"Ended November 7th, 2025 at 3:04 AM","Denver, CO 80246",15.0
Suzuki,Carry Truck,Truck,Automatic,RWD,Dealer,1995.0,13900.0,30.0,0,1,0,0,7000.0,sold,1995 Suzuki Carry Truck,Ended January 28th at 3:12 AM,"Venus, TX 76084",31.0
Lexus,LS,Sedan,Automatic,RWD,Private Party,1998.0,45800.0,32.0,0,1,1,0,15650.0,sold,1998 Lexus LS 400,Ended January 3rd at 3:09 AM,"La Canada Flintridge, CA 91011",28.0
Chevrolet,C4 Corvette,Coupe,Automatic,RWD,Private Party,1991.0,95500.0,17.0,0,1,1,0,6000.0,sold,1991 Chevrolet Corvette Coupe,Ended January 30th at 2:42 AM,"Happy Valley, OR 97086",35.0
Mercedes-Benz,CLK AMG,Coupe,Automatic,RWD,Private Party,2003.0,93800.0,28.0,0,1,1,0,8500.0,sold,2003 Mercedes-Benz CLK55 AMG Coupe,"Ended December 31st, 2025 at 3:46 AM","Seattle, WA 98119",23.0
MINI,Cooper Countryman,SUV/Crossover,Manual,FWD,Private Party,2016.0,126800.0,27.0,1,0,1,1,4211.0,sold,2016 Mini Cooper S Countryman,Ended February 14th at 4:18 AM,"Buford, GA 30519",10.0
Toyota,FJ Cruiser,SUV/Crossover,Automatic,RWD,Dealer,2008.0,48700.0,9.0,0,1,0,0,8526.0,sold,2008 Toyota FJ Cruiser,"Ended December 13th, 2025 at 4:30 AM","Bay Shore, NY 11706",18.0
Suzuki,Jimny,SUV/Crossover,Automatic,4WD/AWD,Private Party,1999.0,73500.0,18.0,0,0,1,0,6766.0,sold,1999 Suzuki Jimny 4x4 Kansai Yamamoto Edition,Ended February 12th at 2:47 AM,"Brookpark, OH 44142",27.0
Toyota,4Runner,SUV/Crossover,Automatic,4WD/AWD,Private Party,2001.0,229600.0,19.0,0,0,1,1,7100.0,sold,2001 Toyota 4Runner SR5 4x4,Ended February 10th at 3:50 AM,"Portland, OR 97206",25.0
Lotus,Elise,Convertible,Manual,RWD,Private Party,2005.0,25500.0,27.0,1,1,1,0,37000.0,sold,2005 Lotus Elise,"Ended October 30th, 2025 at 2:31 AM","Caseyville, IL 62232",21.0
Lucid,Air,Sedan,Automatic,4WD/AWD,Private Party,2025.0,6500.0,47.0,0,0,1,0,75500.0,sold,2025 Lucid Air Grand Touring,Ended January 15th at 4:20 AM,"Gaithersburg, MD 20878",1.0
Think,Neighbor,Convertible,Automatic,RWD,Dealer,2002.0,700.0,15.0,0,1,0,0,7800.0,sold,2002 Th!nk Neighbor,Ended January 31st at 2:50 AM,"Indio, CA 92201",24.0
Ferrari,FF,Coupe,Automatic,4WD/AWD,Dealer,2016.0,15000.0,20.0,0,0,0,0,150000.0,sold,2016 Ferrari FF,"Ended October 17th, 2025 at 4:06 AM","Hollywood, FL 33021",10.0
Mercedes-Benz,EQS,SUV/Crossover,Automatic,4WD/AWD,Private Party,2023.0,25800.0,57.0,0,0,1,0,59500.0,sold,2023 Mercedes-Benz EQS 580 4Matic SUV,Ended January 8th at 4:17 AM,"Louisville, KY 40223",3.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Dealer,2013.0,70800.0,42.0,0,0,0,0,13100.0,sold,2013 Range Rover Sport HSE,"Ended December 2nd, 2025 at 3:13 AM","Pompano Beach, FL 33060",13.0
Nissan,S Cargo,Van/Minivan,Automatic,FWD,Private Party,1990.0,157200.0,10.0,0,0,1,1,4000.0,sold,1990 Nissan S-Cargo,"Ended October 30th, 2025 at 2:46 AM","Vancouver, BC, Canada",36.0
Porsche,Panamera,Sedan,Automatic,4WD/AWD,Private Party,2010.0,85500.0,33.0,0,0,1,0,18000.0,sold,2010 Porsche Panamera 4S,Ended February 13th at 4:24 AM,"Winston Salem, NC 27101",16.0
Mercedes-Benz,W213 E-Class AMG,Wagon,Automatic,4WD/AWD,Private Party,2018.0,64100.0,39.0,0,0,1,0,65000.0,sold,2018 Mercedes-AMG E63 S Wagon,Ended January 27th at 3:38 AM,"Leesburg, VA 20175",8.0
Honda,Insight,Hatchback,Manual,FWD,Private Party,2005.0,171200.0,31.0,1,0,1,1,6000.0,sold,2005 Honda Insight,Ended January 28th at 4:36 AM,"Rescue, CA 95672",21.0
Rivian,R1T,Truck,Automatic,4WD/AWD,Private Party,2022.0,15800.0,25.0,0,0,1,0,54000.0,sold,2022 Rivian R1T Launch Edition,"Ended October 29th, 2025 at 1:57 AM","Johnson City, TN 37601",4.0
Mercedes-Benz,B-Class,Hatchback,Automatic,FWD,Private Party,2017.0,10500.0,32.0,0,0,1,0,9100.0,sold,2017 Mercedes-Benz B250e,Ended February 4th at 4:20 AM,"Blue Bell, PA 19422",9.0
MINI,Cooper Countryman,SUV/Crossover,Automatic,4WD/AWD,Dealer,2016.0,16700.0,48.0,0,0,0,0,15250.0,sold,2016 Mini Cooper S Countryman ALL4,"Ended December 23rd, 2025 at 4:08 AM","Vero Beach, FL 32960",10.0
Toyota,Aristo,Sedan,Automatic,RWD,Private Party,1997.0,130000.0,16.0,0,1,1,1,5900.0,sold,1997 Toyota Aristo S300 Vertex Edition,Ended January 15th at 3:36 AM,"Mishawaka, IN 46545",29.0
BMW,E9X M3,Convertible,Automatic,RWD,Dealer,2009.0,56100.0,20.0,0,1,0,0,21018.0,sold,2009 BMW M3 Convertible,"Ended November 25th, 2025 at 2:34 AM","Saint Louis, MO 63104",17.0
Jeep,Wrangler,SUV/Crossover,Automatic,4WD/AWD,Private Party,1998.0,236100.0,34.0,0,0,1,1,7300.0,sold,1998 Jeep Wrangler Sport 4x4,Ended February 4th at 3:29 AM,"Provo, UT 84601",28.0
Mazda,FD RX-7,Coupe,Manual,RWD,Private Party,1995.0,51000.0,33.0,1,1,1,0,30000.0,sold,1995 Mazda RX-7,"Ended October 30th, 2025 at 2:20 AM","Wheat Ridge, CO 80033",31.0
Chevrolet,C7 Corvette,Coupe,Automatic,RWD,Dealer,2016.0,22700.0,34.0,0,1,0,0,27250.0,sold,2016 Chevrolet Corvette Stingray Coupe,Ended February 25th at 4:54 AM,"Alpharetta, GA 30004",10.0
Porsche,987 Boxster,Convertible,Automatic,RWD,Private Party,2011.0,75000.0,42.0,0,1,1,0,27500.0,sold,2011 Porsche Boxster,Ended January 6th at 4:24 AM,"Chula Vista, CA 91911",15.0
Ferrari,599,Coupe,Automatic,RWD,Dealer,2007.0,28500.0,10.0,0,1,0,0,152000.0,sold,2007 Ferrari 599 GTB Fiorano,Ended February 17th at 2:38 AM,"Cedar Rapids, IA 52404",19.0
Audi,A8,Sedan,Automatic,4WD/AWD,Private Party,2005.0,30700.0,41.0,0,0,1,0,10300.0,sold,2005 Audi A8 4.2 Quattro,"Ended November 13th, 2025 at 2:38 AM","Chestnut Hill, MA 02467",21.0
MINI,Cooper,Hatchback,Manual,FWD,Private Party,2006.0,122300.0,12.0,1,0,1,1,3900.0,sold,2006 Mini Cooper,"Ended October 17th, 2025 at 3:37 AM","Kenosha, WI 53143",20.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Dealer,2012.0,128500.0,43.0,0,0,0,1,10299.0,sold,2012 Range Rover Sport HSE Luxury,"Ended November 21st, 2025 at 2:45 AM","Lathrop, CA 95330",14.0
Porsche,991 911,Coupe,Automatic,RWD,Private Party,2013.0,50500.0,28.0,0,1,1,0,71050.0,sold,2013 Porsche 911 Carrera S Coupe,"Ended November 8th, 2025 at 4:14 AM","Marina Del Rey, CA 90292",13.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2016.0,216400.0,47.0,0,0,1,1,35000.0,sold,2016 Toyota Land Cruiser,Ended February 20th at 3:08 AM,"Anthem, AZ 85086",10.0
Chevrolet,C7 Corvette,Coupe,Manual,RWD,Private Party,2017.0,32500.0,34.0,1,1,1,0,57500.0,sold,2017 Chevrolet Corvette Grand Sport Coupe Collector Edition,Ended January 22nd at 3:19 AM,"Palm Coast, FL 32164",9.0
Lexus,GX,SUV/Crossover,Automatic,4WD/AWD,Dealer,2008.0,224100.0,26.0,0,0,0,1,10200.0,sold,2008 Lexus GX 470,Ended February 12th at 3:54 AM,"Pompano Beach, FL 33060",18.0
BMW,F90 M5,Sedan,Automatic,4WD/AWD,Private Party,2018.0,50300.0,16.0,0,0,1,0,39750.0,sold,2018 BMW M5,Ended February 3rd at 3:30 AM,"Phoenix, AZ 85022",8.0
Porsche,997 911,Coupe,Manual,RWD,Private Party,2009.0,65400.0,32.0,1,1,1,0,52005.0,sold,2009 Porsche 911 Carrera Coupe,Ended February 14th at 2:51 AM,"Herndon, VA 20171",17.0
Bentley,Continental,Sedan,Automatic,4WD/AWD,Private Party,2013.0,79900.0,41.0,0,0,1,0,30255.0,sold,2013 Bentley Continental Flying Spur Speed,Ended February 24th at 4:09 AM,"Hollywood, FL 33026",13.0
Mercedes-Benz,ML-Class,SUV/Crossover,Automatic,4WD/AWD,Dealer,2007.0,120100.0,38.0,0,0,0,1,7600.0,sold,2007 Mercedes-Benz ML320 CDI,Ended February 5th at 3:21 AM,"Orlando, FL 32820",19.0
Volkswagen,Golf,Wagon,Manual,4WD/AWD,Private Party,2019.0,39400.0,16.0,1,0,1,0,21750.0,sold,2019 Volkswagen Golf Alltrack S,"Ended October 31st, 2025 at 2:58 AM","Chicago, IL 60625",7.0
Jaguar,F-Type,Convertible,Automatic,4WD/AWD,Private Party,2017.0,18200.0,55.0,0,0,1,0,57117.0,sold,2017 Jaguar F-Type SVR Convertible,"Ended November 5th, 2025 at 5:05 AM","Falls Church, VA 22041",9.0
Lexus,RX,SUV/Crossover,Automatic,4WD/AWD,Dealer,2002.0,127300.0,26.0,0,0,0,1,6900.0,sold,2002 Lexus RX 300,Ended February 20th at 2:24 AM,"San Diego, CA 92115",24.0
Ford,Super Duty,Truck,Automatic,4WD/AWD,Private Party,2004.0,51500.0,10.0,0,0,1,0,31000.0,sold,2004 Ford F-350 Super Duty Lariat 4x4,Ended January 30th at 3:18 AM,"Bellingham, WA 98229",22.0
Alfa Romeo,Stelvio,SUV/Crossover,Automatic,4WD/AWD,Private Party,2020.0,64000.0,53.0,0,0,1,0,18000.0,sold,2020 Alfa Romeo Stelvio Ti Sport Q4,Ended January 1st at 3:10 AM,"Greensboro, NC 27408",6.0
Audi,Q5,SUV/Crossover,Automatic,4WD/AWD,Private Party,2014.0,106800.0,19.0,0,0,1,1,8500.0,sold,2014 Audi Q5 3.0T Prestige,Ended February 25th at 3:10 AM,"Battle Creek, MI 49017",12.0
Polestar,1,Coupe,Automatic,4WD/AWD,Private Party,2021.0,8600.0,42.0,0,0,1,0,62500.0,sold,2021 Polestar 1,"Ended November 29th, 2025 at 2:50 AM","Spring Hill, TN 37174",5.0
BMW,5 Series,Sedan,Automatic,RWD,Dealer,2000.0,53600.0,17.0,0,1,0,0,6700.0,sold,2000 BMW 528i,"Ended December 9th, 2025 at 3:50 AM","Lathrop, CA 95330",26.0
Land Rover,Range Rover,SUV/Crossover,Automatic,4WD/AWD,Dealer,2009.0,169200.0,34.0,0,0,0,1,11300.0,sold,2009 Range Rover Autobiography,"Ended November 5th, 2025 at 3:46 AM","Los Angeles, CA 90041",17.0
